H;90347994;20161019;2023;Marathon Oil Company;4820002663; AP - Bakken;74121-2165;157;1;USD;MAGGIE USA 21-4H; MAGGIE USA 21-4H PAT MACKLEY/FRAC BGGOERES@MARATHONOIL.COM F/T-TC01098    09/30/2016 BROKE DOWN PRODUCTION TREE ON HANNAH. WAITED FOR COIL TUBING TO BREAK DOWN AND SWAP OUT TREES. PLUMBED IN PRODUCTION TREE TO MAGGIE. PRESSURE TEST LINES. HOOKED UP;;;1260.63;
D;0000002023;0090347994;000010;20160930;20160930;9.000;H;INT_EQUIPMENT;Roustabout Truck;42.50;;;;;;;;;;;;;DD.15.37936.CAP.CMP.02;;01098;;;4820002663;;;;10
D;0000002023;0090347994;000020;20160930;20160930;9.000;H;INT_LABOUR;Laborer- Colton Couch;46.37;;;;;;;;;;;;;DD.15.37936.CAP.CMP.02;;01098;;;4820002663;;;;10
D;0000002023;0090347994;000030;20160930;20160930;9.000;H;INT_LABOUR;Operator- Ryan Trustem;51.20;;;;;;;;;;;;;DD.15.37936.CAP.CMP.02;;01098;;;4820002663;;;;10
H;90347995;20161019;2023;Marathon Oil Company;4820002663; AP - Bakken;74121-2165;157;1;USD;MARTINEZ USA; MARTINEZ USA JEFF DOPPLER JDOPPLER@MARATHONOIL.COM F/T-TC01133    10/12/2016 DROVE TO DUNN CENTER AND LOADED SUPPLIES. DROVE TO LOCATION. CUT BOARDS AND PUT UNDER GENERATOR JACKS. FINISHED PLUMBING GENERATORS. CLEANED UP. DROVE TO DUNN CENTER AND UN;;;2547.37;
D;0000002023;0090347995;000010;20161012;20161018;1.000;10;INT_EQUIPMENT;Internal Equipment;19.32;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000020;20161012;20161018;1.000;10;INT_EQUIPMENT;Internal Equipment;57.96;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000030;20161012;20161018;1.000;10;INT_EQUIPMENT;Internal Equipment;53.13;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000040;20161012;20161018;4.000;H;INT_EQUIPMENT;Internal Equipment;28.98;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000050;20161012;20161018;3.000;H;INT_EQUIPMENT;Internal Equipment;71.48;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000060;20161012;20161018;10.000;H;INT_EQUIPMENT;Internal Equipment;42.50;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000070;20161012;20161018;10.000;H;INT_LABOUR;Internal Labour;51.20;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000080;20161012;20161018;5.000;H;INT_LABOUR;Internal Labour;51.20;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000090;20161012;20161018;5.000;H;INT_LABOUR;Internal Labour;51.20;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
D;0000002023;0090347995;000100;20161012;20161018;10.000;H;INT_LABOUR;Internal Labour;63.76;;;;;;;;;;;;;WO.16.42283.EXP.001;;01133;;;4820002663;;;;40
H;90347996;20161019;2023;Marathon Oil Company;4820002663; AP - Bakken;74121-2165;157;1;USD;MARTINEZ USA; MARTINEZ USA JEFF DOPPLER JDOPPLER@MARATHONOIL.COM F/T-TC01134    10/13/2016 DROVE TO LOCATION. BUILT LACT PAD. FILLED IN HOLE. PACKED PAD WITH BO- MAG PACKER. LOADED SUPPLIES AND HAULED OUT. DROVE TO SHOP.;;;2664.25;
D;0000002023;0090347996;000010;20161013;20161013;4.000;H;INT_EQUIPMENT;Internal Equipment;28.98;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
D;0000002023;0090347996;000020;20161013;20161013;5.000;H;INT_EQUIPMENT;Internal Equipment;71.48;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
D;0000002023;0090347996;000030;20161013;20161013;10.500;H;INT_EQUIPMENT;Internal Equipment;42.50;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
D;0000002023;0090347996;000040;20161013;20161013;10.500;H;INT_LABOUR;Internal Labour;51.20;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
D;0000002023;0090347996;000050;20161013;20161013;5.500;H;INT_LABOUR;Internal Labour;51.20;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
D;0000002023;0090347996;000060;20161013;20161013;5.000;H;INT_LABOUR;Internal Labour;51.20;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
D;0000002023;0090347996;000070;20161013;20161013;10.500;H;INT_LABOUR;Internal Labour;63.76;;;;;;;;;;;;;TA.15.37176.CAP.021.02;;01134;;;4820002663;;;;40
